review_id,user_id,business_id,stars_x,useful,funny,cool,text,date,name,address,city,state,postal_code,latitude,longitude,stars_y,review_count,is_open,attributes,categories,hours,year
2tk_SagPqS0aRYJZQjtyfA,yxEu1T2UhQSrYWSHPCaGjg,MFxRPt8-B2xTYmon3s84kg,4.0,0,0,0,Cute place with friendly owner.  We sampled the black sesame and ordered the ube.  Both were very good.,2018-09-25 20:48:54,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2018
3n57NT952KWq8CImKUwZBg,EVF4b2ZgVdl055s07nloxA,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Hands down, the best soft serve ice cream I've ever had in my entire life!!!! I love anything taro flavor, so I had to get the ""ube-be-baby."" I wasn't sure how I would feel about the cake since ice cream is already sweet itself, but the vanilla cake was sooo complimentary to the ube flavor. It was perfection!  definitely my new go-to dessert spot!

Update: came back and tried the vanilla + black sesame combo and O. M. G. that was just as delicious as the Ube! Another favorite!",2018-11-11 04:41:17,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2018
z8uok-By5-GcJ29CNKPizw,No-z4NfZSN7kOdSucW6eaQ,MFxRPt8-B2xTYmon3s84kg,3.0,1,0,0,Matcha and black sesame ice cream was pretty good but the cake was dry. Looks instagram worthy but you gotta eat a lot of the ice cream before you get to the cake. A-ok!,2018-12-20 06:35:21,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2018
EDg0XLD7zicYjK-Fpv2kTw,Bfhk2kIVfGfvrnsxNbuNHw,uVCMVOTyL4-j4M37o01MwA,5.0,0,0,0,"Best snowballs in the city. Really good innovative flavors like Black Sesame, Basil Lemon, and Cereal Cream. Their ice is very fluffy as well which is a must.",2018-02-15 18:45:25,Imperial Woodpecker Snoballs,3511 Magazine St,New Orleans,LA,70115,29.9226351,-90.0911594,4.5,52,1,"{'RestaurantsPriceRange2': '1', 'BusinessAcceptsCreditCards': 'True', 'DogsAllowed': 'True', 'BikeParking': 'True', 'BusinessParking': ""{'garage': False, 'street': True, 'validated': False, 'lot': False, 'valet': False}"", 'WheelchairAccessible': 'True', 'WiFi': ""'no'"", 'Caters': 'True', 'RestaurantsTakeOut': 'True'}","Food, Shaved Ice, Ice Cream & Frozen Yogurt","{'Monday': '12:0-19:30', 'Tuesday': '12:0-19:30', 'Wednesday': '12:0-19:30', 'Thursday': '12:0-19:30', 'Friday': '12:0-19:30', 'Saturday': '12:0-19:30', 'Sunday': '12:0-19:30'}",2018
-FmYntqQX0MEXNee55JlEQ,FI39kaakT8xir_VkLpVNsw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Wow! This place is excellent! I love the flavors and often get two in a swirl, like red bean and black sesame. Reno is starting to feel like a real city now, even though it's still small! I've been to Krem a bunch and every time, the staff are really friendly. Make sure to ask for a taste of a new flavor if they don't already offer it to you, which they tend to do! My only wish is they had larger containers with lids to get it to go!",2019-02-01 22:40:48,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2019
MkBrHp5Hb1P8vQROs26xyg,2uvvOrnvFaxYvas2baowLA,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"This is a cute trendy place, their soft serve is pretty good. Try their Thai tea or black sesame!",2019-04-08 04:06:11,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2019
F7pnZTfYT05O-ANYELxkkA,GWNBzpOmmPLda4Hoe_1afg,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,LOVE This place! This was our last stop of our vacation on the way to the airport and I'm so glad we fit it in! The owner was very friendly and the store was adorable. He gave us samples and even took some pictures of us with our ice cream! The matcha and black sesame were equally delicious. The music and vibe of the place was also very fun. I'd definitely come back!,2018-10-01 23:11:02,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2018
0xXeIIOUWbwogcP8ZAte8A,DjYLCLOo_2EgGhtALm1czw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"I've always hear good things about this place from my friends and figured I'd give it a try. The first thing that caught my eye were the unique flavors you could choose from - ube, black sesame, matcha. If you don't like anything super sweet, I would recommend the black sesame or matcha. The place itself is small and there's cards if you want to play games. It's a little proceed for the soft serve, about $7 and you can add pocky for another thirty cents. Overall, the place was clean and can be a good hangout for groups.",2019-01-12 22:15:43,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2019
wfBeR1S4BHe9hB-8wgmgFA,TZ2sA-H15_NVetwJJ5bNMw,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Totally WORTH THE PRICE! Super nice worker and atmosphere. I've had matcha, Ube, and black sesame ice cream in other places (Vegas and San Francisco) and Krēm's beats everybody's! Best desert spot in town",2018-12-13 02:30:52,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2018
oLpXWdh1zKVZecbzFUrahw,X-0BgusJGR6iBwDtZKV93Q,MFxRPt8-B2xTYmon3s84kg,5.0,0,0,0,"Service is amazing and so is the ice cream! I think the black sesame is my favorite flavor but really they are all so good. I had the #1 with the matcha flavor. I will be back to get every flavor, haha!",2018-12-31 21:28:21,KRĒM,"115 E Moana Ln, Ste 102",Reno,NV,89502,39.4922712699,-119.7947931411,4.5,326,1,"{'RestaurantsTableService': 'False', 'RestaurantsTakeOut': 'True', 'WheelchairAccessible': 'True', 'DogsAllowed': 'False', 'BusinessAcceptsCreditCards': 'True', 'HappyHour': 'False', 'Alcohol': ""u'none'"", 'DriveThru': 'None', 'ByAppointmentOnly': 'False', 'NoiseLevel': ""u'quiet'"", 'HasTV': 'False', 'GoodForKids': 'True', 'BusinessParking': ""{'garage': False, 'street': False, 'validated': False, 'lot': True, 'valet': False}"", 'BYOB': 'False', 'WiFi': ""u'free'"", 'Corkage': 'False', 'Caters': 'True', 'RestaurantsDelivery': 'False', 'BikeParking': 'True', 'OutdoorSeating': 'False'}","Restaurants, Creperies, Ice Cream & Frozen Yogurt, Desserts, Patisserie/Cake Shop, Food","{'Thursday': '12:0-20:0', 'Saturday': '12:0-20:30', 'Sunday': '12:0-20:0'}",2018
